@relation tobs-averages

@attribute 34.6189 numeric
@attribute -89.1911 numeric
@attribute -44 numeric

@data
47.9186,-108.5244,-150
34.2333,-97.4203,-22
32.3378,-89.0817,-33
40.7928,-87.7556,-156
40.1358,-74.955,-117
42.985,-71.7961,-139
42.3031,-71.1239,-94
40.9656,-105.2186,44
41.9003,-79.8611,-122
40.3533,-83.7747,-106
40.88,-117.59,49
42.0981,-89.9842,-228
20.0386,-155.3683,211
44.7608,-85.6442,-133
34.5475,-101.7614,0
35.5158,-86.0875,-33
44.8919,-87.955,-217
42.3833,-85.3828,-72
42.4669,-83.3625,-144
26.86,-80.0553,211
40.8344,-76.1353,-128
44.5169,-102.2153,-156
42.6772,-75.5067,-117
33.3592,-91.06,89
40.475,-93.0031,-150
44.14,-121.64,73
45.1,-121.75,-6
44.79,-112.06,-1
39.8161,-82.0733,-94
43.8322,-82.6428,-139
43.71,-114.16,-5
33.8492,-109.1469,117
32.5564,-108.3667,117
37.65,-107.81,26
36.4161,-81.4286,-11
43.0583,-77.0689,-128
32.8339,-108.5047,6
45.9228,-108.2444,-106
43.3728,-103.8778,-83
34.2481,-80.6883,11
59.35,-151.85,-17
29.4589,-103.4994,22
42.71,-109.41,-40
39.5008,-108.3794,-17
40.79,-111.12,-5
44.0644,-99.4603,-161
38.9764,-77.4869,-67
46.6803,-92.9542,-206
41.9,-111.63,25
33.4528,-87.3572,-33
40.4803,-83.8131,-111
46.27,-113.16,-20
35.0197,-82.6925,-39
36.1722,-87.1805,0
43.4372,-111.2792,6
41.5683,-117.8389,-22
35.8819,-83.9572,-17
35.7683,-119.26,44
29.4631,-90.3072,56
48.1989,-120.7736,-17
48.1,-105.6483,-150
32.1664,-103.425,22
48.13,-115.62,16
44.5331,-88.0981,-206
40.5019,-80.0833,-83
38.3,-112.44,-10
45.8619,-96.565,-194
38.6197,-80.3822,-61
30.7425,-98.6542,83
44.0206,-88.5581,-200
41.11,-107.17,-27
43.8544,-116.4664,-17
46.8325,-87.7503,-139
44.6228,-88.7483,-200
44.5486,-95.0997,-211
32.7019,-80.8517,172
43.0864,-95.6292,-144
48.5119,-122.6136,83
44.9367,-109.1375,-83
42.6178,-71.9158,-144
37.7647,-81.1939,-22
31.9622,-95.2736,-17
44.47,-114.49,39
37.4833,-82.5167,-22
37.0375,-77.9461,-22
40.71,-106.01,-6
31.1331,-102.2217,0
38.2322,-78.1203,-44
36.7408,-105.5956,-17
47.4289,-120.31,-11
43.9981,-95.9572,-228
43.3572,-115.4522,11
35.0128,-106.045,-33
37.2597,-91.4278,-89
64.8464,-148.0256,-294
43.0411,-89.4286,-167
45.04,-116.13,-3
42.2792,-91.525,-267
42.0347,-89.6119,-144
41.0211,-91.9553,-194
38.3897,-108.9494,-78
45.4108,-84.2233,-111
44.8128,-71.8903,-172
46.0289,-110.51,-128
43.61,-122.12,40
43.9997,-70.0964,-211
31.7672,-84.7931,-11
48.08,-116.0014,6
41.2783,-84.3847,-111
40.2669,-105.8322,28
47.8453,-121.9944,56
39.02,-119.7089,-39
45.01,-93.3792,-194
47.4144,-121.7561,44
45.675,-111.155,11
38.9331,-120.8008,111
43.1003,-78.9436,-117
42.9589,-70.8228,-100
48.7142,-121.1431,17
38.79,-111.69,31
34.3903,-79.0022,-11
42.58,-109.09,20
45.3558,-122.6047,78
41.9856,-86.1319,-133
39.2911,-80.7694,-72
34.1483,-118.1447,272
42.7594,-71.0603,-106
33.8647,-117.8425,294
38.07,-112.17,25
27.7628,-82.6261,139
43.6611,-73.8969,-183
39.4483,-98.9703,-128
38.3014,-109.2664,-33
41.58,-120.3,83
57.2178,-134.877,6
48.1375,-103.7372,-161
42.1231,-111.3133,-22
36.7458,-84.1753,17
43.6514,-97.7847,-239
40.56,-111.66,45
47.1358,-122.2558,50
44.5178,-98.9814,-206
35.8306,-91.7944,-28
28.1522,-82.7539,111
35.1311,-76.9153,122
47.3328,-118.6967,28
48.72,-116.46,5
38.1025,-81.8464,-22
34.1142,-109.8589,-44
31.3972,-81.2811,56
47.1889,-120.9131,-6
41.7944,-72.9319,-106
37.9969,-79.8317,-56
39.36,-106.06,-37
36.065,-86.4175,-67
45.5733,-92.4853,-144
48.16,-113.95,16
59.7,-150.71,-7
40.6117,-116.8917,61
36.3647,-78.3881,50
46.12,-117.85,77
47.7722,-121.4819,44
42.3353,-111.385,-28
45.8775,-93.3147,-189
47.2875,-105.83,-156
30.2492,-85.6606,33
41.27,-116.8,58
41.9519,-93.5656,-228
42.7831,-71.4147,-117
43.5958,-101.0094,-128
43.9325,-103.5594,-28
38.4306,-122.8647,22
32.7669,-115.5617,56
39.2453,-112.1067,-39
62.07,-142.05,-369
38.28,-119.61,39
43.3606,-70.4697,-128
38.9539,-109.0528,-78
64.8833,-147.25,-289
38.3,-119.55,-12
38.85,-120.08,56
30.5844,-97.4156,6
44.59,-121.97,9
46.4122,-86.6625,-233
29.6339,-97.0644,128
38.1061,-121.2878,128
36.8581,-88.3364,-22
70.4322,-150.4094,-250
43.9364,-90.8164,-222
42.2989,-90.9983,-222
42.7467,-71.0425,-128
42.7919,-77.5136,-117
39.23,-114.24,17
34.165,-84.73,-33
31.4144,-97.7019,100
40.2706,-84.1508,-106
47.0258,-108.8031,-144
40.9842,-86.8872,-150
37.3542,-84.3369,-17
33.01,-107.87,82
38.3483,-88.8533,-33
43.6089,-89.7667,-239
46.4856,-92.2875,-194
36.3897,-100.8239,-11
39.6167,-83.9,-156
43.52,-110.91,-21
40.4,-105.85,5
37.38,-106.55,14
40.4586,-79.4503,-100
38.2547,-95.75,-89
39.1114,-82.9797,-72
41.4619,-84.5272,-150
41.4014,-102.3464,-128
40.2403,-81.8711,-106
42.9283,-110.1272,-72
40.4056,-81.3436,-94
46.7281,-116.9558,56
44.47,-112.98,17
42.7292,-94.6614,-233
32.5906,-86.2103,67
29.6989,-96.5731,39
40.11,-107.29,-30
35.9325,-82.0019,-67
34.1281,-116.0369,200
36.3444,-88.8636,-17
35.3028,-93.6369,6
40.91,-109.96,-42
42.7189,-98.2158,-167
44.6481,-86.21,-111
40.1167,-76.4333,-72
32.8117,-111.6314,206
46.64,-121.83,88
35.6764,-84.8547,-61
28.8147,-81.2778,128
40.4397,-82.3039,-100
41.92,-111.47,-27
43.8658,-91.31,-139
37.3339,-92.9097,-17
41.4225,-100.1839,-100
37.9567,-119.1194,6
37.2319,-121.9592,78
43.645,-95.5803,-211
47.1944,-102.8414,-200
44.8933,-102.6125,-133
47.9361,-110.5022,-144
41.7769,-99.1433,-133
42.2231,-123.0472,33
48.1842,-117.0475,11
33.1167,-85.5667,78
60.4906,-150.9189,-189
39.9133,-93.9803,-122
44.0139,-96.3258,-244
41.0461,-83.6622,-128
45.53,-123.3,83
34.0044,-100.825,44
44.0461,-69.5367,-122
40.05,-76.2742,-150
39.7833,-79.9167,-78
45.4525,-99.3358,-217
39.4194,-92.4369,-100
42.57,-108.84,-16
41.2667,-82.6167,-128
34.1547,-114.2897,61
35.7297,-81.6728,-44
41.2453,-103.6344,-50
31.4889,-82.8206,28
34.5181,-83.5286,11
43.1708,-89.8192,-222
32.2767,-104.5136,78
43.7383,-116.2022,33
47.1175,-118.3714,39
47.0792,-96.7758,-211
39.14,-111.51,45
40.79,-106.6,3
38.08,-110.77,43
34.46,-111.41,62
40.3033,-121.2422,-22
32.7228,-101.9456,-17
39.0744,-96.8983,-106
47.8083,-99.8758,-222
40.3803,-76.0275,-94
37.7967,-121.5828,150
42.0786,-71.2381,-100
32.35,-94.65,-11
38.7056,-97.8461,-106
35.81,-80.8808,-56
34.6997,-76.7381,44
31.8353,-110.3553,33
26.1408,-80.1061,239
39.1331,-94.0639,-83
42.1717,-100.0106,-83
43.9517,-111.6789,11
44.3547,-106.6992,-122
39.5092,-123.7567,133
44.6125,-121.9486,-6
38.6811,-77.7678,-67
33.1908,-102.2681,-6
37.0614,-95.6356,6
42.41,-122.27,2
41.6853,-98.0083,-167
41.34,-116.98,59
66.57,-145.25,-401
40.6,-111.58,-10
30.8428,-93.2869,-11
41.4175,-95.0042,-183
43.9456,-120.2169,44
41.0489,-77.9411,-128
45.54,-123.37,136
36.2614,-116.0561,-6
42.7392,-78.5878,-128
33.2742,-113.9653,178
34.1333,-94.7,-17
40.0825,-93.6086,-122
38.0344,-97.3431,-78
42.0644,-97.9667,-178
40.4681,-78.7289,-117
44.8131,-93.6311,-222
42.59,-108.9,-8
34.5211,-90.59,6
30.2264,-93.7394,-6
34.3011,-79.8767,-11
38.5253,-121.9778,94
35.8325,-83.1164,22
41.2211,-99.2939,-117
61.0183,-147.5147,-67
40.8125,-82.9697,-128
45.3167,-95.6167,-206
31.9544,-89.9328,-17
31.9556,-112.8003,244
35.8458,-80.2597,22
41.9064,-111.81,22
45.9981,-120.3006,22
33.3169,-79.3228,17
42.6344,-88.6628,-139
39.7458,-122.1997,33
40.21,-105.57,31
40.7742,-77.1575,-83
38.3064,-79.7197,-83
45.435,-109.8081,-100
46.2147,-96.1783,-217
38.9617,-101.1664,-89
46.5458,-87.3794,-156
60.26,-149.34,-93
48.69,-121.91,81
46.1,-113.13,23
37.7342,-89.92,-78
30.1064,-83.1819,11
41.6264,-104.4936,-83
44.33,-122.09,115
39.1342,-93.2225,-78
33.1544,-88.5586,-28
42.4897,-95.5489,-161
60.96,-149.09,-36
42.4078,-82.8892,-133
32.0467,-84.3711,11
27.5706,-82.1378,189
35.8667,-95.2333,-6
30.2947,-89.3831,11
40.68,-110.95,-3
31.6728,-102.4133,22
29.1639,-82.0778,206
34.535,-117.3058,17
37.9136,-104.9483,44
34.025,-91.3444,94
34.1206,-115.85,67
62.1086,-145.5328,-389
42.7433,-103.9219,-78
42.8278,-90.7889,-217
33.3614,-93.5675,-28
38.2486,-111.9608,-89
30.4406,-83.9858,22
31.1853,-105.7414,-11
43.43,-96.1686,-239
38.8183,-106.6086,-6
39.6811,-77.2914,-78
42.4942,-107.8292,6
39.8289,-88.9506,-94
59.5272,-135.2319,-111
45.2236,-91.1269,-244
27.8722,-98.6175,56
31.6953,-82.9239,17
33.4797,-94.6175,-44
44.2839,-83.5036,-144
18.3494,-66.7525,194
34.5989,-103.2161,-11
42.4486,-74.4653,-150
47.6,-114.6833,78
37.5739,-90.3086,-33
37.6025,-99.3022,-61
48.5497,-114.5739,-50
36.26,-115.645,33
46.78,-110.62,-50
34.4989,-82.0219,-33
41.7681,-74.155,-94
37.1786,-104.4869,17
43.4172,-84.0642,-117
32.9947,-111.5367,78
40.4386,-109.5211,-61
41.0664,-86.2097,-133
31.3625,-85.3397,11
39.1467,-75.5056,-39
39.08,-107.14,-16
36.43,-80.1789,-6
42.9503,-100.945,-122
38.7411,-103.5428,-61
48.2064,-94.3939,-189
32.3478,-104.2225,-33
34.1583,-89.6311,-50
38.9392,-92.8103,-56
43.2117,-91.0986,-156
34.6106,-111.8381,-28
20.6617,-156.0442,217
35.7875,-93.4603,0
39.4133,-79.4,-94
32.6714,-90.0361,-39
39.29,-117.11,61
45.2172,-70.4825,-233
44.4633,-83.7217,-150
42.5283,-104.9153,-150
35.3042,-87.7592,-11
44.6828,-107.0089,-122
45.0333,-123.9239,83
38.1869,-94.0281,-22
48.3589,-107.8714,-128
41.2664,-102.6586,-94
33.6692,-117.3319,250
34.8422,-100.2103,39
42.4014,-86.2825,-89
38.0969,-83.1189,-44
35.26,-112.06,66
38.8522,-107.6236,-100
64.7803,-147.275,-356
39.9661,-75.0217,-78
33.4847,-89.6244,-44
36.9783,-91.3847,0
44.1431,-87.5678,-189
31.1417,-93.2397,0
41.24,-106.23,-39
39.03,-106.08,-15
60.73,-150.48,-104
21.4783,-158.1964,189
41.12,-73.08,-78
40.2233,-86.1086,-117
42.49,-110.53,23
39.6108,-77.8472,-78
41.2486,-76.9833,-72
42.3717,-79.4867,-89
44.26,-106.98,-88
38.8711,-98.7053,-89
33.92,-109.46,12
34.5858,-102.312,-17
46.0258,-68.4975,-239
44.6103,-92.61,-261
45.4442,-105.4072,-133
32.2314,-98.2319,56
38.22,-80.8939,-39
37.3617,-79.9592,-17
43.0803,-88.8967,-228
38.1436,-82.3828,-56
38.8472,-91.9414,-61
47.8967,-102.9208,-200
39.295,-102.8675,-189
32.2542,-111.1961,161
41.1247,-84.5919,-133
38.0633,-102.9297,-50
40.4831,-124.1036,183
35.7539,-99.7628,11
30.0986,-83.5742,178
48.6928,-116.3103,-11
41.9211,-72.9636,-117
40.99,-111.82,19
37.7928,-86.2325,-39
32.7481,-109.1214,78
44.9467,-69.5456,-222
30.5653,-87.7017,17
45.5506,-93.1264,-217
37.905,-111.42,28
39.06,-108.06,-17
42.3653,-93.0972,-239
41.7644,-105.375,22
43.9144,-122.76,72
36.0147,-85.1314,6
44.4169,-71.5008,-178
33.7264,-82.7058,-6
35.6722,-85.7811,50
43.5936,-115.9236,11
31.3783,-103.6331,28
31.9792,-111.3836,139
36.1092,-92.1636,-56
33.9831,-81.0167,139
43.9592,-115.8453,-17
41.6331,-103.9542,-89
41.7806,-88.3092,-167
42.0647,-92.9244,-228
42.8767,-77.0308,-117
40.5492,-88.95,-106
46.32,-121.94,103
38.1964,-99.9181,-72
38.6758,-96.5097,-94
30.2192,-92.065,0
38.0422,-78.0061,-11
35.0556,-77.0858,6
32.26,-86.2181,67
43.7447,-97.3081,-189
41.97,-111.6,-6
43.9708,-74.2219,-200
48.8628,-97.7014,-183
35.7103,-88.8222,-17
43.0303,-78.1692,-94
42.8503,-91.8158,-233
42.7858,-91.0958,-156
37.0856,-122.0797,150
36.5575,-105.2628,-122
46.0333,-97.595,-206
40.93,-111.81,41
22.2139,-159.4044,189
41.7947,-90.2639,-144
35.6381,-87.0864,-33
45.8608,-84.7197,-144
36.15,-96.25,-22
32.9403,-99.8036,11
38.9989,-79.1361,-56
35.1161,-93.6506,0
41.3053,-86.6286,-150
43.95,-110.45,-11
38.6661,-78.3728,-33
28.2939,-97.3297,28
42.3997,-89.9903,-150
46.8736,-89.1006,-139
38.6825,-108.9722,39
34.1892,-101.7022,6
45.1758,-105.7517,-128
43.0431,-96.9033,-172
38.3567,-87.5906,-33
33.8167,-96.5667,-17
27.6606,-97.3983,39
31.2581,-95.9744,-22
40.7369,-74.7322,-72
39.1853,-106.8381,-22
34.6647,-83.7342,-39
41.6661,-111.8914,-33
42.82,-110.84,-21
44.76,-118.31,15
19.5361,-155.5767,72
41.0517,-81.9361,-128
37.1431,-114.0214,117
36.465,-118.8619,128
37.8131,-100.3456,-72
40.8847,-77.475,-117
35.5453,-82.6986,-50
25.8489,-81.3897,183
35.2317,-96.6531,-39
35.7978,-89.1175,-17
45.3803,-87.9567,-272
40.57,-112.17,41
41.6775,-93.5822,-217
36.4333,-95.6833,-22
39.14,-120.22,-9
37.1244,-82.6339,-33
40.1117,-96.1514,-128
35.1086,-103.3283,22
41.7767,-96.2328,-183
39.7675,-101.8067,-100
41.1439,-99.7633,-67
47.9161,-113.8389,0
42.6767,-113.5003,-11
44.42,-121.86,53
46.0003,-91.5075,-156
47.16,-121.42,95
34.15,-85.6847,-50
37.8958,-90.8411,-22
47.8344,-120.0006,0
40.84,-111.71,34
42.1003,-78.7497,-128
46.5775,-109.9475,-156
44.4628,-87.505,-194
47.6539,-101.4197,-211
39.9708,-75.635,-83
36.5928,-121.8556,111
35.5328,-93.4036,-22
33.1678,-96.0983,11
32.9028,-90.3817,0
40.8397,-111.8314,28
46.35,-121.51,6
40.74,-110.62,-10
26.2981,-98.1575,72
38.88,-112.25,45
35.8167,-104.9244,-33
41.38,-74.6847,-94
42.18,-114.29,10
45.9903,-84.8361,-156
48.0508,-92.7636,-211
34.3983,-96.14,-28
29.4083,-82.8186,183
32.3744,-92.9433,67
47.28,-121.47,72
38.4231,-115.0225,-6
45.3397,-92.9125,-211
41.18,-104.0572,-22
35.5247,-111.3703,-6
32.7225,-113.9192,33
40.0892,-99.2133,-139
42.5972,-114.1378,0
35.92,-106.39,17
42.0478,-71.005,-122
36.0028,-88.4253,-17
45.69,-113.97,6
38.2364,-75.3789,33
39.7706,-77.0325,-83
37.8428,-94.7086,-33
32.6014,-110.6339,106
41.87,-115.25,39
43.7072,-85.4822,-150
38.9111,-101.5853,-83
44.95,-111.36,-28
56.3831,-134.6497,11
41.33,-106.5,-41
43.76,-116.1,66
27.9914,-82.0136,233
38.89,-106.95,-2
47.19,-112.2906,-167
33.3947,-110.7933,44
47.4011,-103.2072,-200
43.2581,-72.0028,-172
37.0683,-88.7725,-39
40.6944,-99.7008,-139
44.7336,-94.3417,-206
35.1075,-75.9872,72
36.2544,-80.865,-50
38.535,-121.7761,33
36.4161,-82.9839,-22
21.5383,-158.0892,167
38.51,-112.02,47
31.8347,-100.9828,6
32.7483,-97.77,-28
40.3708,-81.7908,-106
45.5286,-102.465,-156
37.8744,-122.2606,111
37.1319,-90.7756,-56
33.0167,-81.3167,-17
37.8194,-85.3847,-17
41.7217,-84.2147,-144
39.4411,-90.3789,-72
40.0744,-75.3178,-61
40.1275,-79.4058,-111
34.7675,-106.7611,-44
32.7692,-89.1303,-6
31.8833,-109.2056,128
36.8753,-92.8514,0
43.3311,-88.4114,-200
42.72,-93.7336,-267
46.87,-121.53,110
42.1847,-75.1456,-139
39.5719,-103.2922,-22
33.7392,-88.1275,22
42.9367,-104.0669,-117
47.56,-115.82,39
48.0878,-109.6453,-156
42.205,-121.1314,-11
46.9997,-109.8694,-161
43.7861,-90.7953,-189
39.3739,-97.1275,-117
34.5444,-119.7914,172
45.5,-110.97,-28
36.7056,-79.865,-33
34.8544,-83.9444,-67
47.5808,-98.6422,-194
38.9933,-105.8919,-50
41.22,-111.36,-20
36.9092,-119.0883,150
35.1242,-90.1805,-6
39.7347,-84.6336,-100
40.2458,-111.6508,50
43.1342,-90.8372,-194
30.4183,-92.0442,161
39.5181,-107.3172,-33
39.2142,-96.3703,-106
41.0125,-75.1906,-139
44.13,-110.67,-25
34.9325,-100.8903,6
31.79,-86.6086,11
42.8222,-99.7467,-178
38.645,-95.5661,-72
33.1211,-117.09,267
32.505,-80.2947,89
20.0131,-155.6686,167
35.9167,-76.2667,0
44.7442,-116.4325,6
31.8836,-100.5358,28
43.2356,-99.4339,-178
37.1764,-94.8397,-17
45.3331,-97.5228,-222
34.0219,-85.9878,33
42.0636,-83.4358,-156
44.0708,-93.5264,-250
64.9194,-147.9372,-89
40.4897,-103.0822,-56
44.1183,-121.2103,61
45.5231,-92.7489,-228
34.4547,-85.39,-56
46.81,-116.85,43
45.08,-117.55,55
33.9733,-109.5625,-89
46.81,-121.33,47
40.0111,-81.5794,-89
45.5722,-117.5314,0
42.6469,-95.1933,-217
37.4,-113.46,41
17.9722,-67.0461,250
46.0336,-116.3919,61
43.0989,-71.7572,-156
43.48,-114.83,10
42.1761,-119.8961,22
25.8175,-80.2858,211
47.9803,-116.5594,11
45.3172,-85.2672,-100
33.6403,-96.1661,-17
26.84,-81.0872,172
43.0608,-86.2047,-128
65.37,-146.59,-120
41.0164,-93.2792,-167
45.9336,-90.4506,-244
45.55,-122,23
35.6278,-120.6856,-6
40.6683,-84.93,-128
21.2717,-157.8167,178
28.0547,-80.5511,183
42.7,-122.14,53
42.1597,-123.6422,50
41.3214,-84.7475,-128
41.57,-115.03,59
40.04,-105.54,5
38.4558,-86.6983,-50
40.88,-110.54,-27
38.8739,-106.9772,-22
31.8075,-94.1642,-22
36.9231,-90.2836,-61
42.7672,-74.1711,-128
31.5253,-87.9278,-11
37.71,-107.51,-31
31.0158,-104.1108,89
45.6911,-85.5464,-111
42.5008,-70.8644,-94
38.5556,-86.4858,-33
28.9797,-95.975,144
36.3278,-119.2994,33
30.265,-89.7697,28
39.72,-106.16,-32
39.6553,-102.6803,-17
35.4072,-104.1906,33
30.3636,-95.0839,6
37.99,-80.6803,-50
44.7342,-100.8042,-161
35.895,-82.8311,-44
33.6731,-111.1508,61
46.7953,-88.6014,-144
39.7858,-85.7611,-100
38.7386,-87.4878,-17
44.1719,-73.2472,-128
45.17,-113.5,6
35.8439,-80.4972,-39
42.3964,-96.3778,-194
19.4917,-155.9117,194
35.215,-100.2503,11
47,-113.93,10
31.5333,-101.2842,-11
39.6381,-105.315,-17
36.8239,-114.0525,56
35.62,-103.0072,-72
38.4083,-75.5922,-6
36.8581,-92.5875,0
47.92,-112.82,-149
61.1,-149.6936,-44
35.4111,-80.5833,-28
38.8681,-94.0353,-67
38.6361,-95.8031,-100
43.82,-114.26,-18
44.7303,-92.4586,-222
37.1244,-87.8672,6
39.6203,-79.9697,-78
43.0719,-88.0294,-178
45.5458,-93.7572,-167
47.29,-120.37,25
39.14,-111.56,4
45.0417,-93.7903,-228
38.31,-119.6,13
43.8564,-111.2769,-17
37.81,-109.49,75
35.5981,-85.1936,44
31.4714,-88.2503,-6
42.3208,-103.0733,-78
45.5,-110.08,-126
37.1503,-104.5567,11
42.2611,-98.3417,-67
45.7508,-108.5706,-128
37.93,-107.68,-37
45.5958,-96.8283,-206
34.6269,-79.025,-6
31.9461,-90.3775,-22
41.0656,-92.7867,-183
47.7517,-90.3283,-272
36.79,-105.24,4
45.6603,-69.812,-256
40.9386,-117.7514,6
34.2531,-93.1486,-33
38.1878,-80.8483,-44
37.2733,-99.3289,6
47.0381,-110.7861,-161
41.2211,-96.7775,-161
39.88,-107.6,-30
43.115,-74.4236,-156
33.7158,-108.7769,-56
39.7489,-105.1206,-17
38.8203,-82.1822,-56
34.635,-81.5206,100
35.8111,-110.1917,-50
42.6283,-113.7622,-17
44.68,-107.58,-30
45.6178,-113.4514,50
42.5806,-88.0903,-167
40.88,-106.05,-5
40.4925,-107.2547,-11
39.1678,-120.1428,-28
30.4292,-91.2069,22
39.08,-82.7078,-78
42.7467,-105.3603,-78
39.49,-106.17,-10
40.4906,-92.3706,-156
45.73,-114.48,6
29.91,-90.0342,39
38.9547,-119.7758,-56
39.46,-114.65,27
39.6567,-102.1192,-56
41.36,-111.49,28
36.96,-106.66,4
42.6856,-78.2203,-150
37.75,-107.69,-35
40.0503,-101.5325,22
40.6831,-79.6683,-106
42.9675,-88.5497,-156
31.0767,-82.8003,22
41.2847,-105.5319,17
44.3186,-102.4683,-122
30.3764,-103.66,89
35.6808,-78.9158,-39
36.6594,-121.6664,228
34.5225,-119.6822,72
43.4386,-93.2253,-233
45.6528,-89.3075,-250
44.02,-113.47,15
40.5233,-101.0344,-133
44.7511,-89.245,-222
43.0303,-71.0839,-111
38.5853,-92.1825,-44
32.2714,-109.2256,106
32.7744,-101.4539,39
40.4547,-88.1417,-172
33.6267,-100.3369,11
37.905,-93.3169,-33
37.8994,-86.7072,-33
32.7572,-97.0736,-11
43.73,-87.9714,-189
33.4408,-79.5672,0
40.3131,-88.1594,-156
29.1853,-102.9622,33
43.1872,-124.2025,33
42.7256,-94.1953,-239
39.15,-122.15,33
61.7103,-149.2317,-122
38.77,-111.68,49
39.51,-79.14,-83
41.1314,-81.4492,-111
39.4667,-80.1333,-67
30.9072,-102.9153,89
43.8894,-100.7078,-161
41.1839,-97.55,-139
29.6756,-97.6578,67
44.51,-111.13,-11
41.8417,-73.0086,-111
35.7108,-76.1269,-6
43.1808,-95.8528,-239
39.2042,-121.0681,28
43.6039,-116.5753,-22
44.0122,-97.5242,-256
39.2836,-86.7703,-72
41.0233,-100.3669,-39
30.1981,-91.1256,61
42.1297,-104.39,-89
40.6661,-96.1892,-133
40.3611,-109.3464,-44
39.8536,-94.7078,-111
47.5711,-124.2922,100
32.8964,-107.3078,-17
32.9544,-105.7353,17
40.4044,-111.5289,-39
33.9114,-106.3494,50
38.7403,-104.3994,6
41.3011,-123.1331,22
46.3308,-111.5378,-89
40.1344,-109.6436,33
48.53,-120.99,-6
40.4883,-106.8233,-6
38.5039,-95.7036,-67
41.8264,-96.0506,-206
34.6847,-81.1958,-22
42.5994,-89.6681,-194
44.3544,-103.743,-167
37.4767,-122.2386,67
46.6131,-115.7989,-6
40.0714,-102.2328,-100
47.8417,-107.9556,-150
37.6497,-86.4308,-17
46.8339,-100.7969,-211
47.0575,-109.9514,-161
46.9692,-120.54,0
35.2656,-81.1433,-11
38.9267,-97.2128,-72
42.8947,-102.2036,-122
36.0606,-102.5211,-11
47.46,-115.71,51
38.4667,-107.1678,-117
41.0517,-95.7492,-139
43.27,-115.35,7
39.87,-105.87,-32
44.32,-70.7567,-172
39.4047,-105.4767,61
36.5956,-76.4386,28
42.0364,-95.3289,-194
47.6017,-112.7536,-94
41.4075,-91.0728,-189
39.2467,-121.0008,106
42.4686,-93.7972,-261
42.32,-120.83,58
37.7767,-79.4386,-28
61.5889,-149.0992,-144
38.1947,-81.3706,-22
42.6992,-71.1658,-100
39.8814,-77.3506,-94
33.9364,-80.3569,-22
46.3911,-112.7975,-106
47.04,-121.94,120
45.7475,-102.7969,-144
38.16,-106.6,-26
35.7992,-107.1814,67
35.9986,-89.4089,-33
43.305,-76.3939,-106
38.29,-105.85,-2
30.0719,-91.0278,22
41.5167,-118.7192,17
57.9578,-136.2214,0
37.49,-112.58,-36
44.2333,-85.4217,-161
36.4783,-77.6717,-22
37.6178,-86.5044,-22
35.7944,-78.6989,28
45.0317,-110.7036,44
48.0164,-123.5906,61
30.4922,-83.7833,22
60.7986,-148.0872,-50
39.2189,-81.0486,-72
44.0992,-105.1175,-150
40.2472,-93.7158,-139
33.3039,-94.1583,-11
38.9272,-79.8311,-72
38.6989,-90.6828,-28
40.0417,-78.5278,-100
46.47,-113.39,3
46.1825,-103.4061,-156
40.8414,-79.9164,-111
34.1942,-81.415,56
40.6,-110.43,-70
18.3169,-65.8664,200
28.4658,-98.3539,28
44.8197,-120.7533,33
42.3647,-92.7594,-222
30.8264,-82.3606,61
39.02,-107.05,-50
44.1647,-72.6567,-161
41.2542,-89.3378,-133
37.4314,-76.4414,-17
41.4233,-76.4933,-139
38.7778,-80.9636,-67
42.0628,-88.2861,-183
44.9628,-115.4961,0
34.9089,-83.4575,0
34.9386,-81.225,-11
21.5214,-157.8375,222
40.7514,-74.1567,-78
42.68,-91.875,-117
32.2061,-90.5133,-39
36.1006,-94.1744,-11
46.9056,-109.4114,-106
40.0375,-106.2039,6
35.7522,-87.7958,-28
39.7425,-94.0347,-117
33.9153,-91.7711,0
35.1611,-111.7311,89
38.4039,-106.4236,-139
35.8731,-101.9725,-22
48.7978,-119.26,-11
40.1692,-79.1411,-133
39.86,-106.42,-10
38.6644,-94.89,-89
25.6719,-80.1567,244
43.7483,-101.9414,-122
37.0056,-85.0617,-28
43.5492,-71.4647,-139
37.1561,-91.3589,-78
39.56,-114.63,3
42.3092,-88.2533,-189
41.9983,-72.2606,-122
37.3789,-107.6592,-44
39.8297,-105.2353,106
40.2817,-76.8703,-94
39.6261,-106.0353,-44
35.5125,-93.8683,-33
46.1047,-110.05,-144
47.45,-91.2167,-211
46.3414,-86.9242,-172
44.8358,-123.4525,44
44.6122,-101.3369,-144
36.5939,-103.6192,44
37.9311,-98.0297,-83
47.8206,-112.1919,-156
44.7983,-69.8878,-172
41.4792,-79.4433,-106
48.61,-95.1817,-206
40.7022,-105.7106,39
42.1236,-83.82,-150
61.79,-149.28,-64
46.62,-121.39,81
41.7175,-97.0031,-94
43.88,-114.67,-18
39.1547,-84.6233,-72
33.6483,-85.6006,-28
48.2783,-110.6019,-150
33.5636,-83.0767,-17
41.2519,-100.075,-122
36.5508,-114.4581,-11
36.0811,-79.8047,39
66.75,-150.67,-113
63.6772,-144.6011,-244
44.16,-107.13,-31
35.1297,-89.8036,-11
38.6869,-83.7872,-44
37.9931,-100.8122,-83
36.5878,-86.5258,-22
41.82,-116.1,77
38.7833,-79.2833,-67
43.3081,-87.9553,-150
34.4092,-79.3564,-17
40.58,-85.6586,-128
47.23,-120.29,74
34.6522,-101.4969,11
